Time,Frequency,A0,A1
3638,76,601,102
3639,76,641,92
3640,76,677,84
3641,76,709,76
3642,76,672,0
3643,76,473,0
3644,76,420,0
3645,76,377,0
3646,76,339,0
3647,76,306,0
3648,76,276,31
3649,76,484,123
3650,76,555,112
3651,76,600,102
3652,76,640,93
3653,76,676,83
3654,76,708,76
3655,76,706,0
3656,76,478,0
3657,76,424,0
3658,76,380,0
3659,76,342,0
3660,76,308,0
3661,76,278,0
3662,76,476,124
3663,76,552,113
3664,76,598,102
3665,76,639,93
3666,76,674,84
3667,76,707,77
3668,76,735,0
3669,76,482,0
3670,76,426,0
3671,76,383,0
3672,76,344,0
3673,76,311,0
3674,76,280,0
3675,76,467,124
3676,76,549,114
3677,76,596,103
3678,76,637,93
3679,76,673,85
3680,76,705,77
3681,76,735,0
3682,76,486,0
3683,76,430,0
3684,76,385,0
3685,76,347,0
3686,76,313,0
3687,76,282,0
3688,76,455,124
3689,76,547,114
3690,76,594,104
3691,76,635,94
3692,76,671,85
3693,76,703,77
3694,76,733,0
3695,76,490,0
3696,76,432,0
3697,76,387,0
3698,76,349,0
3699,76,314,0
3700,77,299,116
3701,77,528,117
3702,77,576,0
3703,77,379,0
3704,77,324,0
3705,77,291,0
3706,77,262,0
3707,77,236,0
3708,77,214,0
3709,77,300,139
3710,77,470,133
3711,77,526,120
3712,77,573,109
3713,77,615,99
3714,77,653,89
3715,77,687,0
3716,77,468,0
3717,77,407,0
3718,77,364,0
3719,77,328,0
3720,77,296,0
3721,77,267,0
3722,77,383,129
3723,77,520,121
3724,77,571,109
3725,77,613,99
3726,77,652,90
3727,77,686,81
3728,77,717,0
3729,77,487,0
3730,77,427,0
3731,77,382,0
3732,77,344,0
3733,77,310,0
3734,77,280,0
3735,77,423,125
3736,77,537,117
3737,77,585,105
3738,77,627,96
3739,77,664,86
3740,77,697,79
3741,77,727,0
3742,77,489,0
3743,77,431,0
3744,77,385,0
3745,77,346,0
3746,77,313,0
3747,77,282,0
3748,77,447,125
3749,77,544,115
3750,77,592,104
3751,77,632,94
3752,77,669,85
3753,77,702,78
3754,77,731,0
3755,77,486,0
3756,77,429,0
3757,77,384,0
3758,77,346,0
3759,77,312,0
3760,77,281,0
3761,77,464,125
3762,77,549,114
3763,77,596,103
3764,77,636,93
3765,77,673,84
3766,77,705,77
3767,77,734,0
3768,77,482,0
3769,77,426,0
3770,77,382,0
3771,77,344,0
3772,77,310,0
3773,77,280,0
3774,77,477,124
3775,77,553,113
3776,77,599,102
3777,77,640,93
3778,77,676,84
3779,77,708,77
3780,77,706,0
3781,77,477,0
3782,77,423,0
3783,77,379,0
3784,77,341,0
3785,77,308,0
3786,77,279,30
3787,77,488,124
3788,77,557,113
3789,77,602,101
3790,77,642,92
3791,77,678,83
3792,77,710,75
3793,77,652,0
3794,77,472,0
3795,77,419,0
3796,77,376,0
3797,77,339,0
3798,77,306,0
3799,77,276,61
3800,78,375,117
3801,78,546,114
3802,78,507,0
3803,78,337,0
3804,78,300,0
3805,78,270,0
3806,78,243,0
3807,78,220,0
3808,78,199,95
3809,78,431,139
3810,78,499,126
3811,78,549,114
3812,78,594,104
3813,78,634,94
3814,78,670,85
3815,78,536,0
3816,78,422,0
3817,78,377,0
3818,78,339,0
3819,78,306,0
3820,78,276,0
3821,78,249,114
3822,78,498,125
3823,78,554,113
3824,78,600,102
3825,78,640,93
3826,78,675,84
3827,78,707,16
3828,78,516,0
3829,78,438,0
3830,78,392,0
3831,78,352,0
3832,78,317,0
3833,78,286,0
3834,78,328,122
3835,78,526,119
3836,78,577,108
3837,78,619,97
3838,78,657,88
3839,78,691,80
3840,78,722,0
3841,78,499,0
3842,78,435,0
3843,78,390,0
3844,78,351,0
3845,78,316,0
3846,78,285,0
3847,78,428,125
3848,78,541,115
3849,78,589,104
3850,78,631,95
3851,78,668,86
3852,78,701,78
3853,78,730,0
3854,78,485,0
3855,78,428,0
3856,78,384,0
3857,78,345,0
3858,78,311,0
3859,78,281,0
3860,78,475,124
3861,78,553,113
3862,78,599,103
3863,78,639,93
3864,78,675,84
3865,78,708,76
3866,78,667,0
3867,78,472,0
3868,78,419,0
3869,78,376,0
3870,78,339,0
3871,78,306,0
3872,78,276,71
3873,78,502,122
3874,78,563,111
3875,78,608,100
3876,78,647,91
3877,78,682,82
3878,78,714,75
3879,78,573,0
3880,78,461,0
3881,78,410,0
3882,78,369,0
3883,78,332,0
3884,78,300,0
3885,78,271,107
3886,78,519,120
3887,78,573,108
3888,78,617,98
3889,78,655,90
3890,78,689,81
3891,78,720,8
3892,78,528,0
3893,78,449,0
3894,78,402,0
3895,78,361,0
3896,78,325,0
3897,78,294,0
3898,78,334,120
3899,78,532,117
3900,79,448,100
3901,79,608,99
3902,79,599,0
3903,79,390,0
3904,79,347,0
3905,79,312,0
3906,79,281,0
3907,79,254,0
3908,79,229,105
3909,79,470,131
3910,79,531,119
3911,79,579,107
3912,79,621,97
3913,79,658,88
3914,79,692,5
3915,79,497,0
3916,79,424,0
3917,79,378,0
3918,79,340,0
3919,79,307,0
3920,79,277,0
3921,79,402,126
3922,79,530,118
3923,79,580,107
3924,79,622,97
3925,79,659,88
3926,79,693,80
3927,79,723,0
3928,79,471,0
3929,79,417,0
3930,79,373,0
3931,79,336,0
3932,79,304,0
3933,79,274,77
3934,79,500,122
3935,79,562,111
3936,79,606,101
3937,79,647,91
3938,79,682,82
3939,79,713,70
3940,79,535,0
3941,79,448,0
3942,79,400,0
3943,79,359,0
3944,79,324,0
3945,79,293,0
3946,79,374,122
3947,79,536,116
3948,79,586,106
3949,79,627,96
3950,79,664,87
3951,79,698,79
3952,79,728,0
3953,79,484,0
3954,79,427,0
3955,79,383,0
3956,79,344,0
3957,79,311,0
3958,79,280,46
3959,79,495,122
3960,79,561,111
3961,79,606,101
3962,79,646,91
3963,79,681,82
3964,79,713,75
3965,79,557,0
3966,79,456,0
3967,79,407,0
3968,79,365,0
3969,79,329,0
3970,79,296,0
3971,79,318,118
3972,79,532,117
3973,79,583,106
3974,79,625,96
3975,79,662,88
3976,79,696,79
3977,79,726,0
3978,79,491,0
3979,79,432,0
3980,79,387,0
3981,79,348,0
3982,79,314,0
3983,79,283,8
3984,79,483,123
3985,79,557,113
3986,79,603,101
3987,79,643,92
3988,79,678,83
3989,79,710,75
3990,79,587,0
3991,79,460,0
3992,79,411,0
3993,79,368,0
3994,79,332,0
3995,79,300,0
3996,79,272,115
3997,79,527,118
3998,79,578,107
3999,79,621,97
4000,80,523,82
4001,80,673,83
4002,80,707,1
4003,80,511,0
4004,80,437,0
4005,80,391,0
4006,80,352,0
4007,80,317,0
4008,80,286,0
4009,80,433,124
4010,80,543,115
4011,80,591,104
4012,80,632,95
4013,80,669,86
4014,80,702,78
4015,80,657,0
4016,80,466,0
4017,80,415,0
4018,80,372,0
4019,80,335,0
4020,80,302,0
4021,80,273,108
4022,80,521,120
4023,80,575,108
4024,80,618,97
4025,80,656,88
4026,80,690,80
4027,80,721,0
4028,80,500,0
4029,80,435,0
4030,80,390,0
4031,80,351,0
4032,80,316,0
4033,80,286,0
4034,80,476,123
4035,80,556,113
4036,80,601,102
4037,80,641,93
4038,80,677,83
4039,80,709,75
4040,80,578,0
4041,80,459,0
4042,80,409,0
4043,80,367,0
4044,80,330,0
4045,80,298,0
4046,80,313,117
4047,80,533,118
4048,80,583,106
4049,80,625,96
4050,80,663,87
4051,80,696,79
4052,80,726,0
4053,80,486,0
4054,80,429,0
4055,80,384,0
4056,80,345,0
4057,80,312,0
4058,80,281,56
4059,80,499,122
4060,80,564,111
4061,80,609,100
4062,80,648,91
4063,80,683,82
4064,80,714,55
4065,80,534,0
4066,80,450,0
4067,80,401,0
4068,80,360,0
4069,80,325,0
4070,80,294,0
4071,80,410,123
4072,80,543,115
4073,80,591,105
4074,80,632,95
4075,80,669,85
4076,80,702,77
4077,80,725,0
4078,80,474,0
4079,80,420,0
4080,80,377,0
4081,80,339,0
4082,80,307,0
4083,80,277,96
4084,80,515,120
4085,80,572,109
4086,80,616,99
4087,80,654,89
4088,80,689,81
4089,80,719,0
4090,80,510,0
4091,80,440,0
4092,80,395,0
4093,80,354,0
4094,80,320,0
4095,80,289,0
4096,80,462,123
4097,80,552,113
4098,80,598,103
4099,80,639,93
4100,81,539,79
4101,81,687,80
4102,81,718,73
4103,81,747,66
4104,81,772,60
4105,81,794,54
4106,81,677,0
4107,81,537,0
4108,81,477,0
4109,81,427,0
4110,81,385,0
4111,81,347,0
4112,81,368,108
4113,81,574,108
4114,81,621,97
4115,81,660,88
4116,81,694,79
4117,81,724,72
4118,81,752,0
4119,81,502,0
4120,81,444,0
4121,81,399,0
4122,81,358,0
4123,81,323,0
4124,81,292,89
4125,81,527,117
4126,81,583,107
4127,81,626,97
4128,81,664,87
4129,81,697,79
4130,81,727,0
4131,81,511,0
4132,81,445,0
4133,81,398,0
4134,81,358,0
4135,81,323,0
4136,81,292,0
4137,81,485,122
4138,81,562,111
4139,81,607,101
4140,81,647,91
4141,81,682,83
4142,81,714,75
4143,81,553,0
4144,81,455,0
4145,81,406,0
4146,81,365,0
4147,81,329,0
4148,81,297,0
4149,81,406,121
4150,81,545,115
4151,81,592,104
4152,81,633,94
4153,81,670,85
4154,81,703,77
4155,81,682,0
4156,81,471,0
4157,81,418,0
4158,81,375,0
4159,81,337,0
4160,81,305,0
4161,81,275,109
4162,81,526,118
4163,81,579,107
4164,81,622,97
4165,81,660,88
4166,81,693,80
4167,81,724,0
4168,81,491,0
4169,81,432,0
4170,81,386,0
4171,81,348,0
4172,81,313,0
4173,81,284,51
4174,81,500,122
4175,81,565,110
4176,81,609,100
4177,81,648,90
4178,81,683,82
4179,81,715,16
4180,81,524,0
4181,81,446,0
4182,81,399,0
4183,81,358,0
4184,81,322,0
4185,81,291,0
4186,81,450,123
4187,81,550,113
4188,81,597,103
4189,81,638,93
4190,81,674,84
4191,81,707,77
4192,81,602,0
4193,81,462,0
4194,81,411,0
4195,81,369,0
4196,81,333,0
4197,81,300,0
4198,81,313,118
4199,81,534,116
4200,82,449,99
4201,82,608,99
4202,82,646,92
4203,82,485,0
4204,82,397,0
4205,82,355,0
4206,82,319,0
4207,82,288,0
4208,82,260,0
4209,82,409,130
4210,82,521,121
4211,82,571,109
4212,82,614,98
4213,82,652,89
4214,82,686,81
4215,82,574,0
4216,82,443,0
4217,82,395,0
4218,82,355,0
4219,82,320,0
4220,82,288,0
4221,82,364,122
4222,82,531,119
4223,82,581,107
4224,82,624,97
4225,82,661,88
4226,82,694,79
4227,82,676,0
4228,82,464,0
4229,82,412,0
4230,82,369,0
4231,82,333,0
4232,82,300,0
4233,82,272,115
4234,82,528,118
4235,82,579,107
4236,82,622,97
4237,82,660,88
4238,82,694,79
4239,82,724,0
4240,82,478,0
4241,82,422,0
4242,82,379,0
4243,82,340,0
4244,82,307,0
4245,82,278,99
4246,82,518,119
4247,82,574,108
4248,82,617,98
4249,82,655,89
4250,82,690,81
4251,82,721,0
4252,82,492,0
4253,82,431,0
4254,82,386,0
4255,82,347,0
4256,82,313,0
4257,82,283,61
4258,82,504,122
4259,82,567,110
4260,82,611,100
4261,82,650,91
4262,82,685,82
4263,82,716,0
4264,82,509,0
4265,82,440,0
4266,82,393,0
4267,82,353,0
4268,82,319,0
4269,82,288,0
4270,82,483,123
4271,82,559,112
4272,82,604,101
4273,82,644,92
4274,82,680,83
4275,82,712,73
4276,82,534,0
4277,82,448,0
4278,82,400,0
4279,82,359,0
4280,82,324,0
4281,82,292,0
4282,82,451,122
4283,82,552,113
4284,82,598,103
4285,82,638,93
4286,82,674,84
4287,82,707,76
4288,82,576,0
4289,82,457,0
4290,82,407,0
4291,82,365,0
4292,82,329,0
4293,82,297,0
4294,82,394,121
4295,82,543,116
4296,82,591,104
4297,82,632,95
4298,82,669,86
4299,82,702,78
4300,83,569,65
4301,83,731,69
4302,83,759,63
4303,83,784,57
4304,83,644,0
4305,83,524,0
4306,83,466,0
4307,83,417,0
4308,83,375,0
4309,83,339,0
4310,83,459,112
4311,83,582,106
4312,83,627,96
4313,83,665,86
4314,83,698,78
4315,83,729,71
4316,83,609,0
4317,83,478,0
4318,83,426,0
4319,83,382,0
4320,83,345,0
4321,83,311,0
4322,83,421,118
4323,83,557,112
4324,83,604,101
4325,83,644,91
4326,83,680,83
4327,83,711,75
4328,83,611,0
4329,83,466,0
4330,83,415,0
4331,83,372,0
4332,83,336,0
4333,83,303,0
4334,83,399,120
4335,83,548,114
4336,83,595,103
4337,83,636,93
4338,83,672,85
4339,83,705,77
4340,83,617,0
4341,83,464,0
4342,83,413,0
4343,83,370,0
4344,83,333,0
4345,83,301,0
4346,83,380,120
4347,83,543,115
4348,83,592,105
4349,83,633,95
4350,83,670,85
4351,83,703,77
4352,83,633,0
4353,83,464,0
4354,83,413,0
4355,83,371,0
4356,83,334,0
4357,83,301,0
4358,83,361,119
4359,83,541,115
4360,83,590,105
4361,83,631,95
4362,83,668,86
4363,83,701,77
4364,83,657,0
4365,83,466,0
4366,83,414,0
4367,83,371,0
4368,83,334,0
4369,83,302,0
4370,83,340,118
4371,83,539,116
4372,83,588,105
4373,83,629,96
4374,83,667,86
4375,83,700,78
4376,83,674,0
4377,83,467,0
4378,83,415,0
4379,83,372,0
4380,83,335,0
4381,83,303,0
4382,83,315,116
4383,83,536,117
4384,83,586,106
4385,83,628,96
4386,83,666,86
4387,83,699,78
4388,83,694,0
4389,83,470,0
4390,83,417,0
4391,83,373,0
4392,83,336,0
4393,83,304,0
4394,83,277,115
4395,83,535,117
4396,83,585,105
4397,83,627,95
4398,83,664,87
4399,83,698,79
4400,84,590,66
4401,84,734,68
4402,84,761,63
4403,84,786,57
4404,84,807,52
4405,84,826,47
4406,84,843,0
4407,84,592,0
4408,84,523,0
4409,84,467,0
4410,84,419,0
4411,84,378,0
4412,84,341,96
4413,84,591,103
4414,84,637,93
4415,84,675,83
4416,84,708,76
4417,84,737,69
4418,84,752,0
4419,84,505,0
4420,84,448,0
4421,84,401,0
4422,84,361,0
4423,84,326,0
4424,84,349,112
4425,84,557,111
4426,84,605,101
4427,84,645,92
4428,84,681,82
4429,84,713,75
4430,84,652,0
4431,84,476,0
4432,84,422,0
4433,84,379,0
4434,84,341,0
4435,84,308,0
4436,84,395,118
4437,84,549,114
4438,84,598,103
4439,84,638,93
4440,84,675,84
4441,84,707,77
4442,84,597,0
4443,84,461,0
4444,84,411,0
4445,84,369,0
4446,84,332,0
4447,84,300,0
4448,84,431,121
4449,84,551,113
4450,84,598,102
4451,84,640,93
4452,84,675,84
4453,84,707,76
4454,84,563,0
4455,84,453,0
4456,84,404,0
4457,84,363,0
4458,84,327,0
4459,84,296,0
4460,84,458,122
4461,84,555,113
4462,84,601,101
4463,84,642,92
4464,84,677,84
4465,84,709,77
4466,84,536,0
4467,84,447,0
4468,84,400,0
4469,84,359,0
4470,84,324,0
4471,84,292,0
4472,84,478,121
4473,84,559,112
4474,84,605,101
4475,84,645,91
4476,84,680,83
4477,84,712,7
4478,84,519,0
4479,84,442,0
4480,84,395,0
4481,84,355,0
4482,84,320,0
4483,84,289,18
4484,84,493,121
4485,84,563,111
4486,84,609,100
4487,84,648,90
4488,84,683,83
4489,84,715,0
4490,84,505,0
4491,84,437,0
4492,84,391,0
4493,84,351,0
4494,84,317,0
4495,84,286,60
4496,84,505,121
4497,84,569,109
4498,84,613,99
4499,84,652,89
4500,85,550,76
4501,85,698,78
4502,85,728,72
4503,85,550,0
4504,85,463,0
4505,85,413,0
4506,85,371,0
4507,85,335,0
4508,85,302,33
4509,85,511,118
4510,85,577,107
4511,85,621,97
4512,85,659,88
4513,85,693,79
4514,85,723,0
4515,85,493,0
4516,85,433,0
4517,85,387,0
4518,85,349,0
4519,85,314,0
4520,85,284,107
4521,85,535,116
4522,85,587,106
4523,85,630,95
4524,85,666,86
4525,85,700,79
4526,85,641,0
4527,85,463,0
4528,85,411,0
4529,85,370,0
4530,85,333,0
4531,85,300,0
4532,85,442,121
4533,85,554,112
4534,85,601,102
4535,85,641,92
4536,85,677,83
4537,85,709,25
4538,85,522,0
4539,85,442,0
4540,85,395,0
4541,85,355,0
4542,85,320,0
4543,85,289,59
4544,85,507,120
4545,85,571,109
4546,85,615,99
4547,85,653,89
4548,85,688,80
4549,85,719,0
4550,85,482,0
4551,85,424,0
4552,85,380,0
4553,85,342,0
4554,85,308,0
4555,85,280,112
4556,85,536,116
4557,85,586,105
4558,85,628,96
4559,85,666,86
4560,85,699,78
4561,85,609,0
4562,85,458,0
4563,85,408,0
4564,85,366,0
4565,85,329,0
4566,85,298,0
4567,85,457,121
4568,85,556,112
4569,85,602,102
4570,85,642,92
4571,85,678,84
4572,85,710,0
4573,85,513,0
4574,85,438,0
4575,85,392,0
4576,85,352,0
4577,85,318,0
4578,85,287,75
4579,85,513,120
4580,85,573,109
4581,85,617,98
4582,85,655,88
4583,85,690,81
4584,85,720,0
4585,85,477,0
4586,85,421,0
4587,85,378,0
4588,85,340,0
4589,85,306,0
4590,85,317,116
4591,85,540,116
4592,85,589,105
4593,85,631,95
4594,85,668,86
4595,85,701,78
4596,85,584,0
4597,85,454,0
4598,85,405,0
4599,85,364,0
4600,86,347,105
4601,86,568,108
4602,86,611,100
4603,86,651,90
4604,86,686,0
4605,86,456,0
4606,86,400,0
4607,86,359,0
4608,86,323,0
4609,86,291,0
4610,86,272,118
4611,86,524,119
4612,86,576,108
4613,86,619,98
4614,86,657,89
4615,86,691,80
4616,86,566,0
4617,86,444,0
4618,86,395,0
4619,86,355,0
4620,86,320,0
4621,86,289,0
4622,86,484,122
4623,86,560,111
4624,86,606,101
4625,86,645,91
4626,86,680,83
4627,86,712,0
4628,86,484,0
4629,86,424,0
4630,86,380,0
4631,86,342,0
4632,86,308,0
4633,86,278,112
4634,86,534,117
4635,86,585,106
4636,86,627,96
4637,86,664,87
4638,86,698,79
4639,86,585,0
4640,86,453,0
4641,86,404,0
4642,86,362,0
4643,86,326,0
4644,86,294,0
4645,86,481,121
4646,86,561,111
4647,86,607,100
4648,86,646,91
4649,86,682,82
4650,86,714,0
4651,86,491,0
4652,86,428,0
4653,86,383,0
4654,86,345,0
4655,86,311,0
4656,86,281,109
4657,86,533,117
4658,86,585,106
4659,86,627,96
4660,86,664,87
4661,86,698,79
4662,86,607,0
4663,86,456,0
4664,86,406,0
4665,86,365,0
4666,86,328,0
4667,86,296,0
4668,86,475,122
4669,86,560,111
4670,86,606,101
4671,86,646,91
4672,86,681,83
4673,86,713,0
4674,86,495,0
4675,86,431,0
4676,86,385,0
4677,86,346,0
4678,86,313,0
4679,86,283,106
4680,86,531,117
4681,86,583,107
4682,86,625,96
4683,86,663,87
4684,86,696,79
4685,86,624,0
4686,86,459,0
4687,86,408,0
4688,86,366,0
4689,86,330,0
4690,86,298,0
4691,86,464,121
4692,86,559,112
4693,86,604,102
4694,86,644,92
4695,86,680,83
4696,86,711,0
4697,86,499,0
4698,86,432,0
4699,86,387,0
4700,87,364,100
4701,87,585,103
4702,87,628,0
4703,87,436,0
4704,87,372,0
4705,87,333,0
4706,87,301,0
4707,87,271,0
4708,87,245,111
4709,87,490,127
4710,87,549,114
4711,87,594,104
4712,87,634,94
4713,87,670,85
4714,87,601,0
4715,87,436,0
4716,87,388,0
4717,87,348,0
4718,87,313,0
4719,87,283,0
4720,87,469,124
4721,87,551,114
4722,87,598,103
4723,87,638,93
4724,87,674,84
4725,87,706,0
4726,87,477,0
4727,87,418,0
4728,87,375,0
4729,87,337,0
4730,87,304,0
4731,87,320,116
4732,87,537,116
4733,87,587,105
4734,87,629,95
4735,87,666,86
4736,87,700,79
4737,87,538,0
4738,87,442,0
4739,87,395,0
4740,87,355,0
4741,87,320,0
4742,87,289,66
4743,87,510,120
4744,87,572,109
4745,87,615,98
4746,87,655,89
4747,87,689,81
4748,87,719,0
4749,87,467,0
4750,87,414,0
4751,87,371,0
4752,87,334,0
4753,87,301,0
4754,87,437,121
4755,87,553,113
4756,87,600,102
4757,87,641,93
4758,87,676,84
4759,87,708,0
4760,87,502,0
4761,87,433,0
4762,87,387,0
4763,87,348,0
4764,87,315,0
4765,87,284,103
4766,87,530,117
4767,87,583,106
4768,87,626,96
4769,87,663,87
4770,87,696,79
4771,87,599,0
4772,87,454,0
4773,87,405,0
4774,87,363,0
4775,87,327,0
4776,87,296,0
4777,87,487,121
4778,87,565,111
4779,87,609,100
4780,87,649,91
4781,87,684,82
4782,87,715,0
4783,87,481,0
4784,87,423,0
4785,87,379,0
4786,87,341,0
4787,87,308,0
4788,87,355,117
4789,87,545,115
4790,87,593,104
4791,87,635,94
4792,87,671,85
4793,87,704,78
4794,87,531,0
4795,87,443,0
4796,87,395,0
4797,87,355,0
4798,87,320,0
4799,87,289,76
4800,88,391,113
4801,88,560,111
4802,88,601,101
4803,88,642,92
4804,88,678,0
4805,88,434,0
4806,88,384,0
4807,88,344,0
4808,88,310,0
4809,88,280,0
4810,88,417,126
4811,88,535,117
4812,88,584,106
4813,88,625,96
4814,88,663,87
4815,88,697,0
4816,88,482,0
4817,88,418,0
4818,88,374,0
4819,88,337,0
4820,88,304,0
4821,88,275,114
4822,88,534,118
4823,88,584,106
4824,88,626,96
4825,88,664,87
4826,88,697,79
4827,88,531,0
4828,88,439,0
4829,88,392,0
4830,88,352,0
4831,88,317,0
4832,88,287,85
4833,88,518,118
4834,88,576,108
4835,88,619,97
4836,88,658,88
4837,88,691,80
4838,88,640,0
4839,88,456,0
4840,88,405,0
4841,88,364,0
4842,88,328,0
4843,88,295,0
4844,88,487,120
4845,88,565,110
4846,88,610,100
4847,88,649,90
4848,88,684,82
4849,88,716,0
4850,88,475,0
4851,88,419,0
4852,88,376,0
4853,88,338,0
4854,88,305,0
4855,88,418,120
4856,88,551,114
4857,88,599,102
4858,88,640,93
4859,88,675,84
4860,88,707,0
4861,88,501,0
4862,88,432,0
4863,88,386,0
4864,88,347,0
4865,88,313,0
4866,88,283,109
4867,88,536,116
4868,88,587,105
4869,88,630,95
4870,88,666,86
4871,88,699,78
4872,88,549,0
4873,88,445,0
4874,88,398,0
4875,88,357,0
4876,88,322,0
4877,88,291,72
4878,88,515,119
4879,88,576,107
4880,88,619,97
4881,88,657,88
4882,88,691,80
4883,88,682,0
4884,88,461,0
4885,88,410,0
4886,88,368,0
4887,88,331,0
4888,88,299,0
4889,88,478,121
4890,88,562,111
4891,88,608,100
4892,88,647,91
4893,88,682,83
4894,88,714,0
4895,88,480,0
4896,88,422,0
4897,88,378,0
4898,88,340,0
4899,88,307,0
4900,89,330,116
4901,89,533,117
4902,89,579,107
4903,89,622,97
4904,89,660,88
4905,89,612,0
4906,89,431,0
4907,89,383,0
4908,89,344,0
4909,89,309,0
4910,89,280,14
4911,89,483,124
4912,89,555,113
4913,89,601,102
4914,89,641,92
4915,89,677,84
4916,89,708,0
4917,89,457,0
4918,89,405,0
4919,89,363,0
4920,89,327,0
4921,89,295,0
4922,89,469,122
4923,89,558,112
4924,89,603,101
4925,89,643,92
4926,89,679,83
4927,89,711,0
4928,89,473,0
4929,89,416,0
4930,89,373,0
4931,89,336,0
4932,89,303,0
4933,89,436,121
4934,89,554,113
4935,89,601,102
4936,89,641,92
4937,89,676,83
4938,89,708,0
4939,89,486,0
4940,89,425,0
4941,89,380,0
4942,89,342,0
4943,89,309,0
4944,89,375,118
4945,89,547,114
4946,89,596,103
4947,89,636,93
4948,89,673,85
4949,89,706,0
4950,89,502,0
4951,89,432,0
4952,89,386,0
4953,89,348,0
4954,89,314,0
4955,89,283,112
4956,89,540,115
4957,89,590,104
4958,89,632,94
4959,89,669,85
4960,89,702,71
4961,89,524,0
4962,89,439,0
4963,89,393,0
4964,89,353,0
4965,89,318,0
4966,89,287,101
4967,89,530,116
4968,89,584,106
4969,89,626,96
4970,89,664,87
4971,89,697,78
4972,89,560,0
4973,89,446,0
4974,89,398,0
4975,89,357,0
4976,89,323,0
4977,89,291,77
4978,89,519,119
4979,89,578,108
4980,89,621,98
4981,89,659,88
4982,89,693,79
4983,89,612,0
4984,89,454,0
4985,89,404,0
4986,89,363,0
4987,89,327,0
4988,89,296,30
4989,89,504,120
4990,89,571,109
4991,89,615,98
4992,89,654,89
4993,89,689,81
4994,89,711,0
4995,89,463,0
4996,89,411,0
4997,89,368,0
4998,89,332,0
4999,89,299,0
5000,90,371,115
5001,90,549,113
5002,90,592,0
5003,90,366,0
5004,90,322,0
5005,90,289,0
5006,90,261,0
5007,90,235,0
5008,90,393,136
5009,90,502,125
5010,90,553,114
5011,90,598,103
5012,90,638,93
5013,90,673,0
5014,90,440,0
5015,90,386,0
5016,90,346,0
5017,90,312,0
5018,90,282,0
5019,90,432,125
5020,90,540,116
5021,90,588,105
5022,90,628,95
5023,90,666,86
5024,90,698,0
5025,90,464,0
5026,90,408,0
5027,90,366,0
5028,90,328,0
5029,90,297,0
5030,90,443,122
5031,90,552,113
5032,90,598,102
5033,90,639,93
5034,90,675,84
5035,90,707,0
5036,90,473,0
5037,90,415,0
5038,90,372,0
5039,90,335,0
5040,90,302,0
5041,90,445,120
5042,90,555,112
5043,90,602,101
5044,90,642,92
5045,90,678,83
5046,90,710,0
5047,90,477,0
5048,90,418,0
5049,90,375,0
5050,90,337,0
5051,90,304,0
5052,90,445,120
5053,90,557,112
5054,90,603,101
5055,90,643,92
5056,90,679,83
5057,90,711,0
5058,90,478,0
5059,90,420,0
5060,90,376,0
5061,90,338,0
5062,90,305,0
5063,90,443,120
5064,90,557,112
5065,90,603,101
5066,90,644,92
5067,90,679,83
5068,90,711,0
5069,90,479,0
5070,90,420,0
5071,90,377,0
5072,90,339,0
5073,90,306,0
5074,90,440,119
5075,90,557,112
5076,90,603,101
5077,90,643,91
5078,90,679,83
5079,90,711,0
5080,90,480,0
5081,90,421,0
5082,90,377,0
5083,90,340,0
5084,90,306,0
5085,90,438,120
5086,90,557,112
5087,90,603,101
5088,90,643,92
5089,90,678,83
5090,90,711,0
5091,90,481,0
5092,90,421,0
5093,90,377,0
5094,90,339,0
5095,90,306,0
5096,90,435,120
5097,90,556,112
5098,90,603,101
5099,90,643,92
5100,91,544,78
5101,91,691,0
5102,91,456,0
5103,91,401,0
5104,91,360,0
5105,91,325,0
5106,91,293,0
5107,91,461,122
5108,91,554,112
5109,91,600,102
5110,91,640,93
5111,91,676,84
5112,91,708,0
5113,91,460,0
5114,91,407,0
5115,91,365,0
5116,91,328,0
5117,91,296,0
5118,91,490,120
5119,91,566,110
5120,91,611,99
5121,91,650,91
5122,91,684,82
5123,91,671,0
5124,91,456,0
5125,91,405,0
5126,91,363,0
5127,91,327,0
5128,91,295,48
5129,91,509,119
5130,91,574,108
5131,91,618,97
5132,91,656,89
5133,91,690,80
5134,91,602,0
5135,91,450,0
5136,91,401,0
5137,91,360,0
5138,91,324,0
5139,91,292,82
5140,91,522,118
5141,91,580,107
5142,91,623,97
5143,91,661,87
5144,91,695,79
5145,91,556,0
5146,91,443,0
5147,91,396,0
5148,91,356,0
5149,91,320,0
5150,91,289,99
5151,91,533,117
5152,91,586,105
5153,91,628,95
5154,91,665,86
5155,91,699,79
5156,91,524,0
5157,91,437,0
5158,91,391,0
5159,91,352,0
5160,91,317,0
5161,91,287,109
5162,91,541,115
5163,91,591,104
5164,91,633,95
5165,91,670,85
5166,91,702,0
5167,91,503,0
5168,91,431,0
5169,91,386,0
5170,91,347,0
5171,91,313,0
5172,91,357,116
5173,91,548,114
5174,91,597,103
5175,91,638,93
5176,91,673,84
5177,91,706,0
5178,91,489,0
5179,91,425,0
5180,91,381,0
5181,91,343,0
5182,91,309,0
5183,91,421,119
5184,91,555,112
5185,91,602,102
5186,91,642,92
5187,91,678,84
5188,91,710,0
5189,91,478,0
5190,91,420,0
5191,91,376,0
